Année;RNE;Nom établissement;Localité;Département;Label;Position
2017;0342224H;Collège Olympe de Gouges;Loupian;34;2;43.4477739876, 3.6074897953
2017;0342326U;Collège Boby Lapointe;Roujan;34;2;43.505481603, 3.31503938511
2017;0660008A;Collège Pierre Fouché;Ille-sur-Têt;66;2;42.6674347127, 2.61739054467
2017;0660038H;Collège de la Côte Vermeille;Port-Vendres;66;2;42.520036821, 3.10255948226
2017;0660848N;Collège Alice et Jean Olibo;Saint-Cyprien;66;2;42.6230964794, 3.00866033295
2018;0110015G;Collège Jean Baptiste Bieules;Couiza;11;3;42.9407637127, 2.25507021071
2018;0110665N;Collège Varsovie;Carcassonne;11;2;43.2137760413, 2.34773990008
2018;0110672W;Collège Jules Verne;Carcassonne;11;1;43.2174450571, 2.35158998458
2018;0300016E;Collège de la Regordane;Génolhac;30;2;44.3495919152, 3.94858022887
2018;0300036B;Collège Armand Coussens;Saint-Ambroix;30;2;44.2591054169, 4.19778969588
2018;0300055X;Collège Bernard de Ventadour;Bagnols-sur-Cèze;30;1;44.1625564528, 4.61367940487
2018;0300059B;Collège Jules Verne;Nîmes;30;3;43.8296391511, 4.34296054205
2018;0301010K;Collège Jules Vallès;Nîmes;30;3;43.8588460926, 4.39110910066
2018;0301208A;Collège Eugène Vigné;Beaucaire;30;1;43.8104662202, 4.6377803152
2018;0301282F;Collège Elsa Triolet;Beaucaire;30;2;43.8104670616, 4.62201018325
2018;0301670C;Collège Frédéric Desmons;Saint-Geniès-de-Malgoirès;30;1;43.9446156949, 4.22176967663
2018;0301746K;Collège Via Domitia;Manduel;30;3;43.8180264011, 4.48825017339
2018;0340034C;Collège Roger Contrepas;Marsillargues;34;1;43.6674224763, 4.17421008
2018;0340037F;Collège Jules Ferry;Montagnac;34;1;43.4821299204, 3.48096033689
2018;0340837A;Collège Jean Bene;Pézenas;34;1;43.4585837695, 3.41668045009
2018;0340996Y;Collège les Escholiers de la Mosson;Montpellier;34;2;43.6337390636, 3.82164956652
2018;0341321B;Collège Katia et Maurice Krafft;Béziers;34;2;43.3368266518, 3.249580225
2018;0341364Y;Collège Gérard Philipe;Montpellier;34;2;43.5973433958, 3.88440958533
2018;0341424N;Collège Louise Michel;Ganges;34;3;43.9366236246, 3.7052504937
2018;0341764H;Collège François Villon;Saint-Gély-du-Fesc;34;2;43.6926718053, 3.79933962463
2018;0342052W;Collège Simone de Beauvoir;Frontignan;34;1;43.4295170364, 3.73652058744
2018;0480005V;Collège Marcel Pierrel;Marvejols;48;3;44.5569078111, 3.29316011116
2018;0660007Z;Collège Irène Joliot Curie;Estagel;66;1;42.7703572832, 2.69483024839
2018;0660029Y;Collège Joseph Calvet;Saint-Paul-de-Fenouillet;66;2;42.8087998589, 2.50565044347
2018;0660431K;Collège Le Riberal;Saint-Estève;66;2;42.7086982816, 2.83931047208
2018;0660521H;Collège Pablo Casals;Cabestany;66;3;42.6764094572, 2.94332002109
2018;0660522J;Collège Marcel Pagnol;Perpignan;66;2;42.7121514378, 2.88187030741
2019;0110003U;Collège de l'Alaric;Capendu;11;2;43.1859084897, 2.56341995244
2019;0110010B;Collège André Chénier;Carcassonne;11;1;43.2122787954, 2.34931008288
2019;0110015G;Collège Jean Baptiste Bieules;Couiza;11;3;42.9407637127, 2.25507021071
2019;0110666P;Collège Le Bastion;Carcassonne;11;2;43.2164456747, 2.34890030778
2019;0110721Z;Collège Antoine Courrière;Cuxac-Cabardès;11;1;43.3618712596, 2.26580041102
2019;0110810W;Collège de Grazailles;Carcassonne;11;2;43.2243470524, 2.35215950467
2019;0300033Y;Collège Voltaire;Remoulins;30;1;43.9391477432, 4.57085010929
2019;0300037C;Collège Jean Vilar;Saint-Gilles;30;2;43.6857190477, 4.43333951677
2019;0300050S;Collège La Garriguette;Vergèze;30;1;43.7485520964, 4.22501990075
2019;0300062E;Collège Capouchiné;Nîmes;30;2;43.8224816364, 4.35695996915
2019;0300947S;Collège Alphonse Daudet;Alès;30;1;44.1352924236, 4.08584945806
2019;0301232B;Collège Gaston Doumergue;Sommières;30;3;43.7847374416, 4.08325039108
2019;0301246S;Collège la Gardonnenque;Brignon;30;1;43.974322734, 4.21295996157
2019;0301671D;Collège Le Vignet;Calvisson;30;1;43.7831648894, 4.20125983579
2019;0340021N;Collège Jules Ferry;Cazouls-lès-Béziers;34;2;43.3898154424, 3.1016801846
2019;0340062H;Collège Via Domitia;Poussan;34;2;43.4861817938, 3.66554039336
2019;0340111L;Collège Clémenceau;Montpellier;34;3;43.6021807686, 3.8731804287
2019;0340119V;Collège Ferdinand Fabre;Bédarieux;34;2;43.6109247059, 3.15462945714
2019;0340998A;Collège Jeu de Mail;Montpellier;34;1;43.6271574265, 3.86539973395
2019;0341030K;Collège Camille Claudel;Montpellier;34;2;43.6165476424, 3.86244060701
2019;0341065Y;Collège Jean Moulin;Sète;34;2;43.4153654872, 3.67108004392
2019;0341280G;Collège les Pins;Castries;34;2;43.6830372278, 3.98875955951
2019;0341366A;Collège du Salagou;Clermont-l'Hérault;34;3;43.6341692684, 3.43125035714
2019;0341367B;Collège Paul Bert;Capestang;34;3;43.329458695, 3.04042023675
2019;0341421K;Collège Joffre;Montpellier;34;2;43.6117701665, 3.88673979066
2019;0341577E;Collège Le Bérange;Baillargues;34;2;43.6670767331, 4.02226955004
2019;0342186S;Collège Max Rouquette;Saint-André-de-Sangonis;34;2;43.6546699449, 3.49792022235
2019;0342326U;Collège Boby Lapointe;Roujan;34;3;43.505481603, 3.31503938511
2019;0480011B;Collège André Chamson;Meyrueis;48;2;44.1799498461, 3.43142941984
2019;0480017H;Collège Odilon Barrot;Villefort;48;2;44.4409467285, 3.92705994902
2019;0660017K;Collège Jean Macé;Perpignan;66;1;42.6952140275, 2.8876601781
2019;0660029Y;Collège Joseph Calvet;Saint-Paul-de-Fenouillet;66;2;42.8087998589, 2.50565044347
2019;0660480N;Collège Jean Moulin;Arles-sur-Tech;66;2;42.4571318685, 2.63197039146
2019;0660648W;Collège la Côte Radieuse;Canet-en-Roussillon;66;2;42.7051558749, 2.99772032008
2019;0660653B;Collège Jules Verne;Le Soler;66;2;42.6788324315, 2.78077044178
2020;0110010B;Collège André Chénier;Carcassonne;11;2;43.2122787954, 2.34931008288
2020;0110011C;Collège Blaise d'Auriol;Castelnaudary;11;1;43.3163356798, 1.95829006889
2020;0110025T;Collège Cité;Narbonne;11;3;43.1871871048, 3.00827041122
2020;0110037F;Collège Alain;Carcassonne;11;2;43.2109519063, 2.33162942174
2020;0110666P;Collège Le Bastion;Carcassonne;11;2;43.2164456747, 2.34890030778
2020;0110686L;Collège Joseph Anglade;Lézignan-Corbières;11;2;43.196809464, 2.76527043622
2020;0110724C;Collège des Corbières Maritimes;Sigean;11;2;43.023961596, 2.98093039251
2020;0110810W;Collège de Grazailles;Carcassonne;11;3;43.2243470524, 2.35215950467
2020;0110870L;Collège Antoine Pons;Chalabre;11;2;42.9851089045, 2.00497993951
2020;0111015U;Collège Marcelin Albert;Saint-Nazaire-d'Aude;11;2;43.2557196651, 2.90897034676
2020;0300025P;Collège Romain Rolland;Nîmes;30;3;43.8446529432, 4.39021018203
2020;0300141R;Collège Condorcet;Nîmes;30;3;43.8276608398, 4.33614977357
2020;0300929X;Collège du Mont Duplan;Nîmes;30;3;43.8433058201, 4.36424053265
2020;0301010K;Collège Ada Lovelace;Nîmes;30;3;43.8588460926, 4.39110910066
2020;0301208A;Collège Eugène Vigné;Beaucaire;30;1;43.8104662202, 4.6377803152
2020;0301325C;Collège Henri Pitot;Aramon;30;1;43.8882210597, 4.67947010181
2020;0301723K;Collège Théodore Monod;Clarensac;30;1;43.826028832, 4.23046940861
2020;0340016H;Collège la Dullague;Béziers;34;1;43.3426599739, 3.23330961701
2020;0340025T;Collège les Deux Pins;Frontignan;34;1;43.4538921201, 3.75115012585
2020;0340051W;Collège Fontcarrade;Montpellier;34;3;43.6075877251, 3.85417007214
2020;0340063J;Collège Louis Cahuzac;Quarante;34;2;43.3442586389, 2.96429025336
2020;0341032M;Collège René Cassin;Agde;34;1;43.3118517001, 3.48133007845
2020;0341065Y;Collège Jean Moulin;Sète;34;2;43.4153654872, 3.67108004392
2020;0341321B;Collège Katia et Maurice Krafft;Béziers;34;2;43.3368266518, 3.249580225
2020;0341363X;Collège de la Voie Domitienne;Le Crès;34;2;43.6479920098, 3.93101951031
2020;0341368C;Collège de l'Étang de l'Or;Mauguio;34;2;43.6126507357, 4.00806047562
2020;0341577E;Collège Le Bérange;Baillargues;34;2;43.6670767331, 4.02226955004
2020;0342036D;Collège Pierre Mendès France;Jacou;34;3;43.6671893915, 3.91074972156
2020;0342050U;Collège Françoise Giroud;Vendres;34;1;43.2702388366, 3.23120964337
2020;0342186S;Collège Max Rouquette;Saint-André-de-Sangonis;34;2;43.6546699449, 3.49792022235
2020;0342326U;Collège Boby Lapointe;Roujan;34;3;43.505481603, 3.31503938511
2020;0480011B;Collège André Chamson;Meyrueis;48;2;44.1799498461, 3.43142941984
2020;0480014E;Collège UPP Pierre delmas;Sainte-Enimie;48;1;44.3669528713, 3.41120962813
2020;0480016G;Collège du Trenze;Vialas;48;1;44.3331989353, 3.89597048145
2020;0660008A;Collège Pierre Fouché;Ille-sur-Têt;66;3;42.6674347127, 2.61739054467
2020;0660022R;Collège Gustave Violet;Prades;66;3;42.619996072, 2.41849051273
2020;0660522J;Collège Marcel Pagnol;Perpignan;66;3;42.7121514378, 2.88187030741
2020;0660523K;Collège Paul Langevin;Elne;66;2;42.6133158471, 2.9781896986
2020;0660653B;Collège Jules Verne;Le Soler;66;2;42.6788324315, 2.78077044178
2021;0110666P;Collège Le Bastion;Carcassonne;11;2;43.2164456747, 2.34890030778
2021;0110667R;Collège Pierre et Marie Curie;Rieux-Minervois;11;1;43.2816347265, 2.58131002347
2021;0110686L;Collège Joseph Anglade;Lézignan-Corbières;11;3;43.196809464, 2.76527043622
2021;0110724C;Collège des Corbières Maritimes;Sigean;11;1;43.023961596, 2.98093039251
2021;0110870L;Collège Antoine Pons;Chalabre;11;3;42.9851089045, 2.00497993951
2021;0111051H;Collège Rosa Parks;Lézignan-Corbières;11;3;43.184518864, 2.7595799942
2021;0300036B;Collège Armand Coussens;Saint-Ambroix;30;2;44.2591054169, 4.19778969588
2021;0300043J;Collège Jean Baptiste Dumas;Salindres;30;3;44.1664128318, 4.16061997374
2021;0300141R;Collège Condorcet;Nîmes;30;1;43.8276608398, 4.33614977357
2021;0300949U;Collège Jean Racine;Alès;30;1;44.1305223437, 4.09356942244
2021;0301014P;Collège Denis Diderot;Alès;30;3;44.1328062981, 4.07873052994
2021;0301232B;Collège Gaston Doumergue;Sommières;30;3;43.7847374416, 4.08325039108
2021;0301326D;Collège André Chamson;Le Vigan;30;3;43.989870598, 3.60065939066
2021;0301671D;Collège Le Vignet;Calvisson;30;2;43.7831648894, 4.20125983579
2021;0340016H;Collège la Dullague;Béziers;34;2;43.3426599739, 3.23330961701
2021;0340024S;Collège Voltaire;Florensac;34;2;43.386879459, 3.46471973603
2021;0340056B;Collège UPP Saint Pons de Thomières;Olargues;34;3;43.5562032972, 2.91673961042
2021;0340086J;Collège Frédéric Bazille;Castelnau-le-Lez;34;2;43.6339667949, 3.90880976798
2021;0340972X;Collège Victor Hugo;Sète;34;3;43.4084449513, 3.70024943939
2021;0341367B;Collège Paul Bert;Capestang;34;1;43.329458695, 3.04042023675
2021;0341421K;Collège Joffre;Montpellier;34;3;43.6117701665, 3.88673979066
2021;0341577E;Collège Le Bérange;Baillargues;34;1;43.6670767331, 4.02226955004
2021;0341893Y;Collège Paul Émile Victor;Agde;34;3;43.3022597724, 3.48527038242
2021;0342077Y;Collège Ray Charles;Fabrègues;34;1;43.5608737832, 3.78969007423
2021;0342224H;Collège Olympe de Gouges;Loupian;34;1;43.4477739876, 3.6074897953
2021;0480607Z;Collège Henri Bourrillon;Mende;48;1;44.5205651008, 3.50662969844
2021;0660001T;Collège des Albères;Argelès-sur-Mer;66;2;42.5500382677, 3.02841056816
2021;0660012E;Collège Joseph Sébastien Pons;Perpignan;66;2;42.7197414277, 2.89175023197
2021;0660634F;Collège Climatique et Sportif;Font-Romeu-Odeillo-Via;66;2;42.5150970307, 2.03995955126
2021;0660848N;Collège Alice et Jean Olibo;Saint-Cyprien;66;2;42.6230964794, 3.00866033295
2021;0660864F;Collège François Mitterrand;Toulouges;66;2;42.6654908741, 2.8406905042
2021;0660866H;Collège Jean Rous;Pia;66;2;42.7401372813, 2.92554017198
2022;0110026U;Collège Jules Ferry;Narbonne;11;3;43.1789454566, 3.00081979452
2022;0110037F;Collège Alain;Carcassonne;11;2;43.2109519063, 2.33162942174
2022;0110068P;Collège Georges Brassens;Narbonne;11;3;43.1861949153, 2.97425005916
2022;0110725D;Collège la Nadière;Port-la-Nouvelle;11;3;43.0152938287, 3.0473402655
2022;0110859Z;Collège Joseph Delteil;Limoux;11;1;43.0641830596, 2.21530968734
2022;0111051H;Collège;Lézignan-Corbières;11;3;43.184518864, 2.7595799942
2022;0300006U;Collège Florian;Anduze;30;2;44.053275465, 3.98381045633
2022;0300020J;Collège Antoine Deparcieux;Le Martinet;30;2;44.252830676, 4.08464044227
2022;0300025P;Collège Romain Rolland;Nîmes;30;3;43.8446529432, 4.39021018203
2022;0300062E;Collège Capouchiné;Nîmes;30;3;43.8224816364, 4.35695996915
2022;0300945P;Collège Feuchères;Nîmes;30;3;43.8346647285, 4.36436997917
2022;0301012M;Collège Léo Larguier;La Grand-Combe;30;2;44.2101391558, 4.03036051229
2022;0301013N;Collège Jean Moulin;Alès;30;3;44.13184497, 4.07762997317
2022;0301213F;Collège Paul Valéry;Roquemaure;30;3;44.0480398242, 4.78033053981
2022;0301246S;Collège la Gardonnenque;Brignon;30;1;43.974322734, 4.21295996157
2022;0301283G;Collège Lou Redounet;Uzès;30;1;44.0090604673, 4.4137097897
2022;0301656M;Collège Claudie Haigneré;Rochefort-du-Gard;30;2;43.9738250696, 4.677720001
2022;0301746K;Collège Via Domitia;Manduel;30;3;43.8180264011, 4.48825017339
2022;0301827Y;Collège;Bellegarde;30;2;43.7507318849, 4.49710961267
2022;0340025T;Collège les Deux Pins;Frontignan;34;1;43.4538921201, 3.75115012585
2022;0340034C;Collège Roger Contrepas;Marsillargues;34;2;43.6674224763, 4.17421008
2022;0340051W;Collège Fontcarrade;Montpellier;34;3;43.6075877251, 3.85417007214
2022;0340070S;Collège du Jaur;Saint-Pons-de-Thomières;34;3;43.485152687, 2.77101015912
2022;0340836Z;Collège Paul Riquet;Béziers;34;1;43.3450304637, 3.21908979438
2022;0340837A;Collège Jean Bene;Pézenas;34;2;43.4585837695, 3.41668045009
2022;0341363X;Collège de la Voie Domitienne;Le Crès;34;2;43.6479920098, 3.93101951031
2022;0341366A;Collège du Salagou;Clermont-l'Hérault;34;2;43.6341692684, 3.43125035714
2022;0341388Z;Collège Marcel Pagnol;Sérignan;34;2;43.2761956341, 3.27145043447
2022;0341421K;Collège Joffre;Montpellier;34;3;43.6117701665, 3.88673979066
2022;0341656R;Collège Philippe Lamour;La Grande Motte;34;1;43.5646174613, 4.0719798781
2022;0341764H;Collège François Villon;Saint-Gély-du-Fesc;34;3;43.6926718053, 3.79933962463
2022;0342132H;Collège Lucie Aubrac;Béziers;34;1;43.3520086228, 3.22177048855
2022;0342186S;Collège Max Rouquette;Saint-André-de-Sangonis;34;2;43.6546699449, 3.49792022235
2022;0342224H;Collège Olympe de Gouges;Loupian;34;1;43.4477739876, 3.6074897953
2022;0480001R;Collège Henri Rouvière;Le Bleymard;48;2;44.4893577861, 3.73783029606
2022;0480003T;Collège des Trois Vallées;Florac;48;2;44.3219028103, 3.59757997599
2022;0480014E;Collège UPP Pierre delmas;Sainte-Enimie;48;2;44.3669528713, 3.41120962813
2022;0660001T;Collège des Albères;Argelès-sur-Mer;66;3;42.5500382677, 3.02841056816
2022;0660018L;Collège Madame de Sévigné;Perpignan;66;2;42.6842308397, 2.88608980902
2022;0660019M;Collège Saint Exupéry;Perpignan;66;2;42.6809404657, 2.90278705816
2022;0660037G;Collège Joffre;Rivesaltes;66;2;42.767749446, 2.87938008707
2022;0660600U;Collège Cerdanya;Bourg-Madame;66;1;42.4348677189, 1.94906024422
2022;0660866H;Collège Jean Rous;Pia;66;2;42.7401372813, 2.92554017198
2017;0110003U;Collège de l'Alaric;Capendu;11;1;43.1859084897, 2.56341995244
2017;0110015G;Collège Jean Baptiste Bieules;Couiza;11;3;42.9407637127, 2.25507021071
2017;0110676A;Collège Saint Exupéry;Bram;11;1;43.2391799899, 2.11086056286
2017;0110724C;Collège des Corbières Maritimes;Sigean;11;3;43.023961596, 2.98093039251
2017;0110810W;Collège de Grazailles;Carcassonne;11;1;43.2243470524, 2.35215950467
2017;0111015U;Collège Marcelin Albert;Saint-Nazaire-d'Aude;11;2;43.2557196651, 2.90897034676
2017;0300929X;Collège du Mont Duplan;Nîmes;30;2;43.8433058201, 4.36424053265
2017;0300947S;Collège Alphonse Daudet;Alès;30;1;44.1352924236, 4.08584945806
2017;0301213F;Collège Paul Valéry;Roquemaure;30;2;44.0480398242, 4.78033053981
2017;0301246S;Collège la Gardonnenque;Brignon;30;2;43.974322734, 4.21295996157
2017;0340032A;Collège les Arbourys;Magalas;34;2;43.4705426287, 3.22338016058
2017;0341421K;Collège Joffre;Montpellier;34;2;43.6117701665, 3.88673979066
2017;0341826A;Collège François Mitterrand;Clapiers;34;2;43.6530326337, 3.8955996619
2017;0342076X;Collège de la Petite Camargue;Lansargues;34;3;43.6548701317, 4.08186989454
2017;0342132H;Collège Lucie Aubrac;Béziers;34;1;43.3520086228, 3.22177048855
2017;0480015F;Collège Achille Rousson;Saint-Étienne-Vallée-Française;48;2;44.1664542311, 3.84200964175
2017;0660049V;Collège Jean Moulin;Perpignan;66;1;42.6969467289, 2.899559487
2017;0660431K;Collège Le Riberal;Saint-Estève;66;2;42.7086982816, 2.83931047208
2017;0660480N;Collège Jean Moulin;Arles-sur-Tech;66;1;42.4571318685, 2.63197039146
2017;0660521H;Collège Pablo Casals;Cabestany;66;2;42.6764094572, 2.94332002109
2017;0660865G;Collège Pierre Mendès France;Saint-André;66;1;42.5541189497, 2.96351977326
2018;0110025T;Collège Cité;Narbonne;11;2;43.1871871048, 3.00827041122
2018;0110676A;Collège Saint Exupéry;Bram;11;2;43.2391799899, 2.11086056286
2018;0110788X;Collège Montesquieu;Narbonne;11;1;43.1934084556, 3.01872967957
2018;0111015U;Collège Marcelin Albert;Saint-Nazaire-d'Aude;11;2;43.2557196651, 2.90897034676
2018;0111051H;Collège Rosa Parks;Lézignan-Corbières;11;3;43.184518864, 2.7595799942
2018;0300039E;Collège de la Galaberte;Saint-Hippolyte-du-Fort;30;1;43.9631396836, 3.85859982594
2018;0300042H;Collège Marceau Lapierre;Saint-Jean-du-Gard;30;1;44.1089710382, 3.88933994461
2018;0301012M;Collège Léo Larguier;La Grand-Combe;30;2;44.2101391558, 4.03036051229
2018;0301096D;Collège la Vallée Verte;Vauvert;30;1;43.6876211755, 4.27148012771
2018;0301213F;Collège Paul Valéry;Roquemaure;30;2;44.0480398242, 4.78033053981
2018;0301284H;Collège Jean Rostand;Nîmes;30;2;43.8453349382, 4.3436104753
2018;0301325C;Collège Henri Pitot;Aramon;30;2;43.8882210597, 4.67947010181
2018;0301326D;Collège André Chamson;Le Vigan;30;1;43.989870598, 3.60065939066
2018;0301721H;Collège Jean Louis Trintignant;Uzès;30;2;44.028519592, 4.41477035441
2018;0340024S;Collège Voltaire;Florensac;34;1;43.386879459, 3.46471973603
2018;0340025T;Collège les Deux Pins;Frontignan;34;1;43.4538921201, 3.75115012585
2018;0340057C;Collège Antoine Fauré;Olonzac;34;1;43.2819795951, 2.72991000174
2018;0340063J;Collège Louis Cahuzac;Quarante;34;1;43.3442586389, 2.96429025336
2018;0340086J;Collège Frédéric Bazille;Castelnau-le-Lez;34;2;43.6339667949, 3.90880976798
2018;0340973Y;Collège Jean Jaurès;Mèze;34;2;43.4266806349, 3.60220978092
2018;0340974Z;Collège Emmanuel Maffre Baugé;Paulhan;34;1;43.5407317335, 3.45764059763
2018;0341028H;Collège Georges Brassens;Lattes;34;1;43.5669672693, 3.8996797337
2018;0341705U;Collège Alain Savary;Saint-Mathieu-de-Tréviers;34;1;43.7625738486, 3.86340969268
2018;0341826A;Collège François Mitterrand;Clapiers;34;2;43.6530326337, 3.8955996619
2018;0342050U;Collège Françoise Giroud;Vendres;34;1;43.2702388366, 3.23120964337
2018;0342076X;Collège de la Petite Camargue;Lansargues;34;3;43.6548701317, 4.08186989454
2018;0342077Y;Collège Ray Charles;Fabrègues;34;1;43.5608737832, 3.78969007423
2018;0342326U;Collège Boby Lapointe;Roujan;34;3;43.505481603, 3.31503938511
2018;0480002S;Collège Henri Gamala;Le Collet-de-Dèze;48;3;44.2458831779, 3.91986047952
2018;0480004U;Collège Marthe Dupeyron;Langogne;48;2;44.7235510008, 3.85283017106
2018;0480013D;Collège Haut Gévaudan;Saint-Chély-d'Apcher;48;3;44.8073524329, 3.26968062011
2018;0480014E;Collège UPP Pierre Delmas;Sainte-Enimie;48;1;44.3669528713, 3.41120962813
2018;0480017H;Collège Odilon Barrot;Villefort;48;2;44.4409467285, 3.92705994902
2018;0660037G;Collège Joffre;Rivesaltes;66;3;42.767749446, 2.87938008707
2018;0660049V;Collège Jean Moulin;Perpignan;66;1;42.6969467289, 2.899559487
2018;0660051X;Collège Albert Camus;Perpignan;66;1;42.6911542142, 2.9090199574
2018;0660480N;Collège Jean Moulin;Arles-sur-Tech;66;2;42.4571318685, 2.63197039146
2018;0660523K;Collège Paul Langevin;Elne;66;1;42.6133158471, 2.9781896986
2018;0660600U;Collège Cerdanya;Bourg-Madame;66;1;42.4348677189, 1.94906024422
2018;0660653B;Collège Jules Verne;Le Soler;66;1;42.6788324315, 2.78077044178
2018;0660848N;Collège Alice et Jean Olibo;Saint-Cyprien;66;1;42.6230964794, 3.00866033295
2019;0110665N;Collège Varsovie;Carcassonne;11;2;43.2137760413, 2.34773990008
2019;0110667R;Collège Pierre et Marie Curie;Rieux-Minervois;11;1;43.2816347265, 2.58131002347
2019;0110686L;Collège Joseph Anglade;Lézignan-Corbières;11;2;43.196809464, 2.76527043622
2019;0110724C;Collège des Corbières Maritimes;Sigean;11;2;43.023961596, 2.98093039251
2019;0111015U;Collège Marcelin Albert;Saint-Nazaire-d'Aude;11;2;43.2557196651, 2.90897034676
2019;0300006U;Collège Florian;Anduze;30;2;44.053275465, 3.98381045633
2019;0300031W;Collège George Ville;Pont-Saint-Esprit;30;3;44.2562769196, 4.64588054318
2019;0300032X;Collège de Coutach;Quissac;30;2;43.9134526084, 3.99461994587
2019;0300036B;Collège Armand Coussens;Saint-Ambroix;30;2;44.2591054169, 4.19778969588
2019;0300141R;Collège Condorcet;Nîmes;30;3;43.8276608398, 4.33614977357
2019;0301214G;Collège du Mourion;Villeneuve-lès-Avignon;30;2;43.9762220762, 4.78356042514
2019;0301282F;Collège Elsa Triolet;Beaucaire;30;3;43.8104670616, 4.62201018325
2019;0301746K;Collège Via Domitia;Manduel;30;3;43.8180264011, 4.48825017339
2019;0301827Y;Collège Fédérico Garcia Lorca;Bellegarde;30;2;43.7507318849, 4.49710961267
2019;0340057C;Collège Antoine Fauré;Olonzac;34;2;43.2819795951, 2.72991000174
2019;0340063J;Collège Louis Cahuzac;Quarante;34;2;43.3442586389, 2.96429025336
2019;0340110K;Collège Pic Saint Loup;Saint-Clément-de-Rivière;34;2;43.6817773311, 3.84701056038
2019;0340955D;Collège Simone Veil;Montpellier;34;2;43.6180403594, 3.84792979907
2019;0340974Z;Collège Emmanuel Maffre Baugé;Paulhan;34;2;43.5407317335, 3.45764059763
2019;0341388Z;Collège Marcel Pagnol;Sérignan;34;2;43.2761956341, 3.27145043447
2019;0341424N;Collège Louise Michel;Ganges;34;1;43.9366236246, 3.7052504937
2019;0341825Z;Collège Ambrussum;Lunel;34;3;43.6876054742, 4.13410022864
2019;0341870Y;Collège Marie Curie;Pignan;34;2;43.5795881698, 3.76382057356
2019;0342130F;Collège Pierre Deley;Marseillan;34;1;43.3636032312, 3.52046025283
2019;0480002S;Collège Henri Gamala;Le Collet-de-Dèze;48;3;44.2458831779, 3.91986047952
2019;0480005V;Collège Marcel Pierrel;Marvejols;48;3;44.5569078111, 3.29316011116
2019;0480015F;Collège Achille Rousson;Saint-Étienne-Vallée-Française;48;2;44.1664542311, 3.84200964175
2019;0660018L;Collège Madame de Sévigné;Perpignan;66;2;42.6842308397, 2.88608980902
2019;0660051X;Collège Albert Camus;Perpignan;66;2;42.6911542142, 2.9090199574
2019;0660431K;Collège Le Riberal;Saint-Estève;66;2;42.7086982816, 2.83931047208
2019;0660523K;Collège Paul Langevin;Elne;66;2;42.6133158471, 2.9781896986
2019;0660600U;Collège Cerdanya;Bourg-Madame;66;1;42.4348677189, 1.94906024422
2019;0660634F;Collège Climatique et Sportif;Font-Romeu-Odeillo-Via;66;2;42.5150970307, 2.03995955126
2020;0110003U;Collège de l'Alaric;Capendu;11;2;43.1859084897, 2.56341995244
2020;0110026U;Collège Jules Ferry;Narbonne;11;2;43.1789454566, 3.00081979452
2020;0110068P;Collège Georges Brassens;Narbonne;11;2;43.1861949153, 2.97425005916
2020;0110725D;Collège la Nadière;Port-la-Nouvelle;11;3;43.0152938287, 3.0473402655
2020;0300016E;Collège de la Regordane;Génolhac;30;3;44.3495919152, 3.94858022887
2020;0300036B;Collège Armand Coussens;Saint-Ambroix;30;1;44.2591054169, 4.19778969588
2020;0300059B;Collège Jules Verne;Nîmes;30;3;43.8296391511, 4.34296054205
2020;0300949U;Collège Jean Racine;Alès;30;1;44.1305223437, 4.09356942244
2020;0301013N;Collège Jean Moulin;Alès;30;2;44.13184497, 4.07762997317
2020;0301098F;Collège les Oliviers;Nîmes;30;2;43.8339248311, 4.38472962159
2020;0301213F;Collège Paul Valéry;Roquemaure;30;3;44.0480398242, 4.78033053981
2020;0301327E;Collège Gérard Philipe;Bagnols-sur-Cèze;30;2;44.1618283977, 4.61622996246
2020;0301721H;Collège Jean Louis Trintignant;Uzès;30;3;44.028519592, 4.41477035441
2020;0340021N;Collège Jules Ferry;Cazouls-lès-Béziers;34;1;43.3898154424, 3.1016801846
2020;0340034C;Collège Roger Contrepas;Marsillargues;34;2;43.6674224763, 4.17421008
2020;0340057C;Collège Antoine Fauré;Olonzac;34;2;43.2819795951, 2.72991000174
2020;0340062H;Collège Via Domitia;Poussan;34;2;43.4861817938, 3.66554039336
2020;0340070S;Collège du Jaur;Saint-Pons-de-Thomières;34;1;43.485152687, 2.77101015912
2020;0340109J;Collège les Garrigues;Montpellier;34;3;43.6426440098, 3.8170897104
2020;0340110K;Collège Pic Saint Loup;Saint-Clément-de-Rivière;34;2;43.6817773311, 3.84701056038
2020;0340998A;Collège Jeu de Mail;Montpellier;34;2;43.6271574265, 3.86539973395
2020;0341030K;Collège Camille Claudel;Montpellier;34;2;43.6165476424, 3.86244060701
2020;0341367B;Collège Paul Bert;Capestang;34;2;43.329458695, 3.04042023675
2020;0341424N;Collège Louise Michel;Ganges;34;1;43.9366236246, 3.7052504937
2020;0341764H;Collège François Villon;Saint-Gély-du-Fesc;34;2;43.6926718053, 3.79933962463
2020;0341825Z;Collège Ambrussum;Lunel;34;3;43.6876054742, 4.13410022864
2020;0342224H;Collège Olympe de Gouges;Loupian;34;2;43.4477739876, 3.6074897953
2020;0480002S;Collège Henri Gamala;Le Collet-de-Dèze;48;3;44.2458831779, 3.91986047952
2020;0480006W;Collège Sport Nature;La Canourgue;48;3;44.4304664308, 3.21929027799
