Code_UAI;Millesime;Code_nature;nature_uai;typ_etab;Academie;Departement;NbEleve;NbEnseignant;SiEtabCentreRessource;SiProjetNumEcole;SiEntDisponible;SiProjEtabIntegreENT;Maint_PersCollect;Maint_PrestaExt;Maint_PersonnelEducNatHsEtab;Maint_PersonnelEtab;Maint_AutreNeSaitPas;Maint_Personne;NbRessourceEdit;TpRess_ManuelNum;TpRess_AnimScienLogiSimu;TpRess_Bdd;TpRess_LogiOutils;TpRess_OuvRef;TpRess_ResEntrainement;TpRess_Autres;TpRess_aucune;ServInt_NoteElev;ServInt_AbsElev;ServInt_EdtElevCls;ServInt_CahierTxt;ServInt_DocRessPeda;ServInt_AgdActuEtab;ServInt_PlatApp;ServInt_Autres;ServInt_aucun;NbTerminaux;NbTablette;NbTablettePC;NbMicroMoins5;NbMicroPortable;NbPortAffEl;NbPortAffEns;NbEleveEqASH;NbPosteEqASH;NbTBI;propClassesAvecTBI;NbVideoProj;NbClassMobile;NbLecteurMpx;NbImpr3D;AccWeb_RTC;AccWeb_CableFibreOptique;AccWeb_ADSL;AccWeb_AutresHautDebit;AccWeb_NeSaitPas;AccWeb_Aucun;DebitWeb;SiWifi;SalleInternet;PostesInfoElvHorsCours;SiPareFeuEtab;SiOuifiltrageWeb;ControlePosteriori;SiCharteUsageWeb;Diffch_AnnexeeRI;Diffch_DossierRentreeEnseignants;Diffch_CRConseilAdmin;Diffch_DiffusionParents;Diffch_Autres;AccesParentCharte;ElvAuthentif;SiVisioConferenc;SiEntUtilise;TypeMatHandi_Tablette;TypeMatHandi_OrdiPort;TypeMatHandi_LogApp;TypeMatHandi_Autre;Code_region;Libelle_region
0811144D;2018;320;LP;P;TOULOUSE;TARN;246.0;36.0;non;oui;oui;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;160.0;0.0;0.0;26.0;6.0;0.0;1.0;1.0;1.0;4.0;50pctOuPlus;17.0;0.0;0.0;0.0;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;16.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0811197L;2018;340;Collège;C;TOULOUSE;TARN;676.0;46.0;non;oui;oui;oui;oui;oui;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;780.0;475.0;300.0;62.0;775.0;70.0;20.0;0.0;0.0;10.0;20pcta50pct;27.0;7.0;0.0;1.0;non;oui;non;non;non;non;50Moins100;OuiPerma;50pctOuPlus;130.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0820011S;2018;340;Collège;C;TOULOUSE;TARN-ET-GARONNE;461.0;34.0;oui;oui;oui;oui;oui;non;oui;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;non;oui;non;97.0;0.0;0.0;94.0;3.0;0.0;0.0;8.0;8.0;2.0;Mois20pct;18.0;0.0;0.0;0.0;non;non;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;0.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0820022D;2018;340;Collège;C;TOULOUSE;TARN-ET-GARONNE;935.0;62.0;non;oui;oui;oui;oui;oui;oui;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;210.0;8.0;;50.0;50.0;0.0;0.0;2.0;2.0;1.0;Mois20pct;34.0;0.0;20.0;2.0;non;oui;non;non;non;non;De2a10;;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0820066B;2018;340;Collège;C;TOULOUSE;TARN-ET-GARONNE;635.0;47.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;151.0;40.0;;111.0;4.0;0.0;0.0;1.0;0.0;0.0;;27.0;2.0;0.0;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;6.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0820067C;2018;340;Collège;C;TOULOUSE;TARN-ET-GARONNE;488.0;34.0;non;oui;oui;oui;oui;oui;non;oui;non;non;zero;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;85.0;0.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;50pctOuPlus;19.0;0.0;0.0;1.0;non;non;oui;non;non;non;10moins50;Non;50pctOuPlus;12.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0820683X;2018;340;Collège;C;TOULOUSE;TARN-ET-GARONNE;766.0;50.0;non;oui;oui;oui;oui;non;non;oui;non;non;zero;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;153.0;;;145.0;7.0;0.0;7.0;4.0;0.0;0.0;;28.0;0.0;0.0;;non;non;oui;non;non;non;De2a10;;50pctOuPlus;30.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0090001C;2019;340;Collège;C;TOULOUSE;ARIEGE;200.0;16.0;non;oui;;oui;oui;non;oui;oui;non;non;1a4;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;105.0;0.0;;90.0;0.0;0.0;0.0;0.0;;6.0;20pcta50pct;8.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;;50OuPlus;18.0;oui;oui;oui;oui;oui;oui;non;oui;non;ouiEntiteExt;;non;oui;;;;;76;Occitanie
0090002D;2019;300;LEGT;G;TOULOUSE;ARIEGE;898.0;70.0;oui;oui;;oui;oui;non;non;oui;non;non;10a19;oui;oui;non;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;492.0;0.0;;174.0;22.0;0.0;0.0;4.0;;21.0;20pcta50pct;27.0;1.0;;1.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50OuPlus;70.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;oui;non;oui;oui;non;76;Occitanie
0090009L;2019;340;Collège;C;TOULOUSE;ARIEGE;452.0;30.0;non;oui;;non;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;125.0;0.0;;58.0;1.0;0.0;0.0;3.0;;2.0;Mois20pct;17.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;oui;non;oui;oui;non;76;Occitanie
0090013R;2019;306;Lycées Polyvalents;G;TOULOUSE;ARIEGE;588.0;77.0;non;oui;;oui;oui;non;non;oui;non;non;;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;730.0;14.0;;400.0;55.0;0.0;12.0;0.0;;3.0;Mois20pct;43.0;1.0;;6.0;non;oui;non;non;non;non;100OuPlus;OuiBorneMobile;50OuPlus;23.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0090020Y;2019;320;LP;P;TOULOUSE;ARIEGE;332.0;45.0;non;oui;;oui;oui;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;214.0;37.0;;50.0;0.0;0.0;0.0;0.0;;12.0;50pctOuPlus;17.0;0.0;;;non;non;oui;oui;non;non;De2a10;OuiBorneMobile;50OuPlus;20.0;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiPersonnelEtb;;oui;oui;;;;;76;Occitanie
0090478W;2019;340;Collège;C;TOULOUSE;ARIEGE;842.0;57.0;non;oui;;oui;oui;non;non;non;non;non;1a4;oui;oui;non;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;403.0;170.0;;222.0;175.0;29.0;43.0;;;17.0;Mois20pct;31.0;7.0;;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;10.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;;oui;oui;non;oui;non;non;76;Occitanie
0090574A;2019;340;Collège;C;TOULOUSE;ARIEGE;675.0;59.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;Occitanie
0110012D;2019;306;Lycées Polyvalents;G;MONTPELLIER;AUDE;1350.0;138.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;non;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;1000.0;0.0;;700.0;610.0;570.0;30.0;5.0;;50.0;Mois20pct;13.0;0.0;;3.0;non;oui;oui;non;non;non;De2a10;OuiPerma;50OuPlus;250.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0110022P;2019;300;LEGT;G;MONTPELLIER;AUDE;1150.0;95.0;non;oui;;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;1600.0;;;170.0;1410.0;1135.0;100.0;1.0;;11.0;Mois20pct;37.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;OuiPerma;50OuPlus;20.0;oui;oui;oui;oui;oui;oui;non;oui;oui;non;;oui;;;;;;76;Occitanie
0110025T;2019;340;Collège;C;MONTPELLIER;AUDE;448.0;32.0;oui;oui;;oui;non;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;378.0;275.0;;25.0;284.0;240.0;32.0;2.0;;2.0;Mois20pct;16.0;1.0;;1.0;non;oui;non;oui;non;non;10moins50;OuiPerma;50OuPlus;244.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0110666P;2019;340;Collège;C;MONTPELLIER;AUDE;538.0;38.0;non;oui;;oui;non;non;non;oui;non;non;10a19;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;130.0;0.0;;100.0;30.0;0.0;0.0;7.0;;0.0;;20.0;1.0;;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50OuPlus;16.0;oui;oui;oui;oui;oui;oui;oui;oui;non;non;;oui;;;;;;76;Occitanie
0110676A;2019;340;Collège;C;MONTPELLIER;AUDE;703.0;40.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;170.0;20.0;;45.0;50.0;0.0;0.0;1.0;;2.0;;27.0;4.0;;2.0;non;non;oui;non;non;non;De2a10;OuiPerma;50OuPlus;9.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0120004P;2019;340;Collège;C;TOULOUSE;AVEYRON;129.0;20.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;58.0;2.0;;50.0;1.0;0.0;0.0;0.0;;0.0;;13.0;0.0;;;non;non;oui;non;non;non;De2a10;Non;50OuPlus;16.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0120022J;2019;302;LEGT;G;TOULOUSE;AVEYRON;956.0;80.0;non;oui;;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;360.0;;;200.0;0.0;0.0;0.0;5.0;;1.0;Mois20pct;31.0;0.0;;0.0;non;non;oui;non;non;non;10moins50;Non;50OuPlus;21.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;oui;non;non;non;oui;76;Occitanie
0300020J;2019;340;Collège;C;MONTPELLIER;GARD;76.0;11.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;70.0;40.0;;40.0;5.0;0.0;5.0;2.0;;2.0;20pcta50pct;4.0;0.0;;0.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50OuPlus;6.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0300026R;2019;300;LEGT;G;MONTPELLIER;GARD;1487.0;147.0;non;oui;;oui;non;non;non;oui;non;non;;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;894.0;0.0;;580.0;2.0;0.0;2.0;0.0;;3.0;Mois20pct;54.0;0.0;;4.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;12.0;oui;oui;oui;oui;oui;non;oui;oui;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0300027S;2019;306;Lycées Polyvalents;G;MONTPELLIER;GARD;1376.0;125.0;oui;oui;;oui;oui;non;non;non;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;2000.0;0.0;;1500.0;1400.0;1400.0;6.0;0.0;;3.0;Mois20pct;51.0;0.0;;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;1500.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0300141R;2019;340;Collège;C;MONTPELLIER;GARD;570.0;54.0;oui;oui;;oui;;;;;;;10a19;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;150.0;;;70.0;2.0;0.0;0.0;0.0;;5.0;Mois20pct;26.0;0.0;;;non;oui;oui;non;non;non;De2a10;;50OuPlus;14.0;oui;oui;;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0301014P;2019;340;Collège;C;MONTPELLIER;GARD;596.0;51.0;non;oui;;oui;oui;non;non;oui;oui;non;1a4;non;non;non;non;non;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;non;240.0;60.0;;100.0;1.0;0.0;1.0;2.0;;28.0;50pctOuPlus;28.0;3.0;;1.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50OuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0301656M;2019;340;Collège;C;MONTPELLIER;GARD;579.0;41.0;non;oui;;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;152.0;0.0;;100.0;27.0;0.0;2.0;11.0;;2.0;Mois20pct;22.0;1.0;;0.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50OuPlus;10.0;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0301723K;2019;340;Collège;C;MONTPELLIER;GARD;561.0;37.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;non;oui;non;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;49.0;34.0;;0.0;15.0;0.0;0.0;0.0;;5.0;Mois20pct;20.0;1.0;;1.0;non;oui;non;non;non;non;InfA2;Non;50OuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0310023G;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;359.0;30.0;non;oui;;oui;non;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;141.0;0.0;;141.0;2.0;0.0;1.0;0.0;;5.0;Mois20pct;15.0;0.0;;1.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;27.0;oui;oui;oui;oui;oui;oui;non;non;non;non;;oui;;;;;;76;Occitanie
0310032S;2019;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;927.0;73.0;oui;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;535.0;;;291.0;30.0;0.0;0.0;0.0;;7.0;20pcta50pct;36.0;2.0;;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;45.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0310035V;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;541.0;35.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;non;oui;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;60.0;38.0;;38.0;60.0;0.0;8.0;1.0;;0.0;Mois20pct;19.0;2.0;;0.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;oui;non;oui;non;non;76;Occitanie
0310092G;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;625.0;36.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;non;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;191.0;40.0;;151.0;62.0;54.0;8.0;2.0;;7.0;Mois20pct;23.0;3.0;;0.0;non;oui;oui;non;non;non;10moins50;OuiBorneMobile;50OuPlus;15.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiPersonnelEtb;;non;;non;oui;non;non;76;Occitanie
0311093V;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;851.0;55.0;non;oui;;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;193.0;0.0;;160.0;0.0;0.0;0.0;0.0;;6.0;Mois20pct;30.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;;50OuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0311112R;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;590.0;47.0;non;oui;;oui;non;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;132.0;5.0;;100.0;26.0;1.0;0.0;1.0;;1.0;Mois20pct;25.0;0.0;;1.0;non;oui;non;non;non;non;50Moins100;OuiBorneMobile;InfA50;30.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiPersonnelEtb;;non;oui;non;oui;non;non;76;Occitanie
0311263E;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;512.0;38.0;non;oui;;oui;oui;non;non;non;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;136.0;0.0;;0.0;22.0;0.0;0.0;0.0;;0.0;;19.0;1.0;;1.0;non;oui;oui;non;non;non;InfA2;OuiBorneMobile;InfA50;8.0;oui;oui;;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0311264F;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;399.0;29.0;non;oui;;oui;oui;non;non;non;non;non;1a4;oui;non;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;141.0;38.0;;74.0;54.0;30.0;8.0;0.0;;2.0;Mois20pct;15.0;2.0;;1.0;non;non;oui;non;non;non;;;50OuPlus;0.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0311334G;2019;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;278.0;39.0;non;oui;;non;oui;non;non;non;non;non;;non;oui;non;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;90.0;0.0;;75.0;13.0;0.0;1.0;0.0;;2.0;Mois20pct;28.0;1.0;;0.0;non;non;oui;non;non;non;De2a10;;50OuPlus;5.0;oui;oui;non;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0311573S;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;770.0;48.0;non;oui;;non;oui;oui;non;oui;non;non;1a4;non;non;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;130.0;0.0;;80.0;3.0;0.0;3.0;1.0;;1.0;Mois20pct;27.0;0.0;;1.0;non;non;oui;non;non;non;De2a10;Non;50OuPlus;6.0;oui;oui;non;oui;oui;non;non;non;non;non;;non;;non;non;oui;non;76;Occitanie
0311581A;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;770.0;51.0;non;oui;;oui;oui;non;non;non;non;non;10a19;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;69.0;0.0;;69.0;0.0;0.0;0.0;0.0;;8.0;Mois20pct;27.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;10.0;oui;oui;non;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0311720B;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;677.0;45.0;non;oui;;oui;;;;;;;;oui;non;non;non;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;202.0;4.0;;56.0;9.0;0.0;0.0;0.0;;3.0;Mois20pct;24.0;0.0;;2.0;non;oui;oui;non;non;non;De2a10;;50OuPlus;19.0;oui;oui;non;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0311721C;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;701.0;46.0;non;oui;;oui;oui;non;non;oui;non;non;20ouPlus;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;201.0;33.0;;201.0;33.0;0.0;3.0;2.0;;15.0;20pcta50pct;25.0;0.0;;1.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;20.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;;non;;non;oui;non;non;76;Occitanie
0311722D;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;674.0;45.0;non;oui;;oui;;;;;;;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;non;oui;oui;oui;oui;non;oui;non;130.0;;;0.0;15.0;0.0;0.0;0.0;;1.0;;24.0;0.0;;;non;oui;non;non;non;non;De2a10;;50OuPlus;13.0;oui;oui;;oui;oui;non;non;non;non;;;;;;;;;76;Occitanie
0311902Z;2019;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;1502.0;155.0;non;non;;oui;oui;non;non;oui;non;non;1a4;non;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;1219.0;0.0;;625.0;120.0;2.0;18.0;2.0;;24.0;Mois20pct;122.0;8.0;;;non;oui;oui;non;non;non;10moins50;Non;50OuPlus;0.0;oui;oui;oui;oui;oui;oui;non;oui;oui;non;;non;oui;non;oui;non;non;76;Occitanie
0312139G;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;362.0;28.0;oui;oui;;oui;oui;non;non;non;non;non;1a4;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;145.0;0.0;;65.0;41.0;0.0;0.0;1.0;;1.0;Mois20pct;14.0;2.0;;1.0;non;non;oui;non;non;non;50Moins100;OuiBorneMobile;50OuPlus;12.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0312220V;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;808.0;51.0;non;oui;;oui;oui;non;oui;non;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;170.0;0.0;;80.0;44.0;0.0;2.0;2.0;;6.0;Mois20pct;29.0;4.0;;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50OuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0312267W;2019;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;917.0;97.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;330.0;0.0;;250.0;43.0;0.0;0.0;0.0;;0.0;Mois20pct;38.0;2.0;;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;25.0;oui;oui;oui;oui;oui;non;non;non;oui;non;;non;;;;;;76;Occitanie
0312289V;2019;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;1537.0;117.0;non;oui;;oui;oui;oui;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;610.0;;;297.0;73.0;0.0;0.0;0.0;;1.0;Mois20pct;48.0;0.0;;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;39.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;oui;;;;;76;Occitanie
0312290W;2019;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;1314.0;99.0;non;oui;;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;475.0;0.0;;203.0;26.0;0.0;0.0;0.0;;0.0;;44.0;0.0;;1.0;non;oui;non;non;non;non;10moins50;Non;50OuPlus;19.0;oui;oui;oui;oui;oui;oui;non;oui;oui;non;;non;oui;;;;;76;Occitanie
0312612W;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;632.0;43.0;oui;oui;;oui;oui;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;231.0;30.0;;154.0;22.0;0.0;8.0;3.0;;25.0;50pctOuPlus;3.0;3.0;;2.0;non;non;oui;non;non;non;InfA2;Non;50OuPlus;15.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;;non;oui;non;oui;oui;non;76;Occitanie
0312686B;2019;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;1651.0;141.0;oui;oui;;oui;non;oui;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;667.0;17.0;;300.0;36.0;0.0;0.0;0.0;;3.0;Mois20pct;57.0;0.0;;1.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50OuPlus;24.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0312698P;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;471.0;31.0;non;oui;;oui;oui;oui;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;168.0;3.0;;46.0;23.0;0.0;6.0;3.0;;1.0;Mois20pct;17.0;2.0;;0.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50OuPlus;0.0;oui;oui;oui;oui;oui;oui;non;non;non;non;;non;;;;;;76;Occitanie
0312700S;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;641.0;45.0;non;oui;;oui;oui;non;non;non;non;non;1a4;oui;non;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;132.0;0.0;;98.0;55.0;0.0;0.0;0.0;;0.0;;23.0;0.0;;0.0;non;oui;non;non;non;non;50Moins100;Non;50OuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;oui;;;;;76;Occitanie
