Code_UAI;Millesime;Code_nature;nature_uai;typ_etab;Academie;Departement;NbEleve;NbEnseignant;SiEtabCentreRessource;SiProjetNumEcole;SiEntDisponible;SiProjEtabIntegreENT;Maint_PersCollect;Maint_PrestaExt;Maint_PersonnelEducNatHsEtab;Maint_PersonnelEtab;Maint_AutreNeSaitPas;Maint_Personne;NbRessourceEdit;TpRess_ManuelNum;TpRess_AnimScienLogiSimu;TpRess_Bdd;TpRess_LogiOutils;TpRess_OuvRef;TpRess_ResEntrainement;TpRess_Autres;TpRess_aucune;ServInt_NoteElev;ServInt_AbsElev;ServInt_EdtElevCls;ServInt_CahierTxt;ServInt_DocRessPeda;ServInt_AgdActuEtab;ServInt_PlatApp;ServInt_Autres;ServInt_aucun;NbTerminaux;NbTablette;NbTablettePC;NbMicroMoins5;NbMicroPortable;NbPortAffEl;NbPortAffEns;NbEleveEqASH;NbPosteEqASH;NbTBI;propClassesAvecTBI;NbVideoProj;NbClassMobile;NbLecteurMpx;NbImpr3D;AccWeb_RTC;AccWeb_CableFibreOptique;AccWeb_ADSL;AccWeb_AutresHautDebit;AccWeb_NeSaitPas;AccWeb_Aucun;DebitWeb;SiWifi;SalleInternet;PostesInfoElvHorsCours;SiPareFeuEtab;SiOuifiltrageWeb;ControlePosteriori;SiCharteUsageWeb;Diffch_AnnexeeRI;Diffch_DossierRentreeEnseignants;Diffch_CRConseilAdmin;Diffch_DiffusionParents;Diffch_Autres;AccesParentCharte;ElvAuthentif;SiVisioConferenc;SiEntUtilise;TypeMatHandi_Tablette;TypeMatHandi_OrdiPort;TypeMatHandi_LogApp;TypeMatHandi_Autre;Code_region;Libelle_region
0320030J;2018;320;LP;P;TOULOUSE;GERS;234.0;34.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;240.0;;;118.0;17.0;0.0;7.0;0.0;;9.0;20pcta50pct;14.0;1.0;10.0;;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;12.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0320033M;2018;340;Collège;C;TOULOUSE;GERS;278.0;22.0;non;oui;oui;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;298.0;140.0;140.0;120.0;157.0;140.0;22.0;2.0;2.0;2.0;Mois20pct;11.0;0.0;0.0;0.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;110.0;non;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0320036R;2018;302;LEGT;G;TOULOUSE;GERS;831.0;74.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;oui;non;oui;non;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;225.0;1.0;0.0;105.0;20.0;0.0;0.0;0.0;0.0;5.0;Mois20pct;39.0;1.0;0.0;0.0;non;non;oui;non;non;non;10moins50;Non;50pctOuPlus;22.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0340008Z;2018;340;Collège;C;MONTPELLIER;HERAULT;443.0;35.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;non;oui;non;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;128.0;0.0;;50.0;46.0;1.0;30.0;2.0;2.0;0.0;50pctOuPlus;12.0;2.0;;;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;6.0;oui;oui;oui;oui;oui;oui;non;oui;non;;OuiTous;non;;;;;;76;Occitanie
0340040J;2018;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;2338.0;188.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;non;non;non;non;non;non;non;oui;oui;oui;oui;non;non;oui;non;non;450.0;0.0;0.0;269.0;0.0;0.0;0.0;;;13.0;Mois20pct;71.0;0.0;20.0;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;;oui;oui;non;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0340111L;2018;340;Collège;C;MONTPELLIER;HERAULT;442.0;39.0;non;oui;oui;oui;non;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;320.0;0.0;0.0;190.0;8.0;0.0;0.0;;;5.0;Mois20pct;74.0;1.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;5.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0340972X;2018;340;Collège;C;MONTPELLIER;HERAULT;478.0;35.0;oui;oui;oui;non;non;non;non;non;oui;non;;non;non;non;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;80.0;0.0;0.0;24.0;30.0;30.0;30.0;10.0;3.0;2.0;Mois20pct;17.0;1.0;0.0;0.0;non;non;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;70.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0340973Y;2018;340;Collège;C;MONTPELLIER;HERAULT;479.0;36.0;oui;oui;oui;oui;non;non;non;oui;non;non;1a4;non;oui;non;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;90.0;;;75.0;30.0;0.0;22.0;3.0;3.0;0.0;Mois20pct;17.0;1.0;0.0;;non;oui;non;non;non;non;De2a10;;50pctOuPlus;21.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0340974Z;2018;340;Collège;C;MONTPELLIER;HERAULT;598.0;39.0;oui;oui;oui;oui;non;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;143.0;0.0;0.0;137.0;46.0;0.0;39.0;18.0;18.0;0.0;Mois20pct;22.0;1.0;0.0;1.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;6.0;oui;oui;oui;oui;oui;oui;oui;oui;non;non;OuiTous;non;;;;;;76;Occitanie
0341030K;2018;340;Collège;C;MONTPELLIER;HERAULT;459.0;34.0;non;oui;oui;oui;non;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;134.0;0.0;0.0;134.0;11.0;0.0;3.0;4.0;3.0;2.0;Mois20pct;16.0;1.0;0.0;0.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;10.0;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0341321B;2018;340;Collège;C;MONTPELLIER;HERAULT;654.0;54.0;non;oui;oui;oui;non;non;oui;oui;non;non;1a4;oui;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;141.0;0.0;0.0;105.0;19.0;0.0;3.0;2.0;0.0;3.0;Mois20pct;29.0;1.0;0.0;1.0;non;oui;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0341736C;2018;300;LEGT;G;MONTPELLIER;HERAULT;1536.0;115.0;non;oui;oui;oui;non;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;oui;non;650.0;;;350.0;7.0;;6.0;;;3.0;Mois20pct;46.0;;;;non;oui;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;50.0;oui;oui;oui;oui;oui;oui;non;oui;oui;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0341794R;2018;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;1931.0;156.0;non;oui;oui;oui;oui;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;900.0;0.0;0.0;100.0;0.0;0.0;0.0;5.0;5.0;20.0;Mois20pct;67.0;0.0;0.0;5.0;non;non;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;30.0;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0341825Z;2018;340;Collège;C;MONTPELLIER;HERAULT;769.0;53.0;oui;oui;oui;oui;non;non;oui;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;171.0;6.0;0.0;66.0;42.0;0.0;30.0;4.0;4.0;0.0;;31.0;1.0;0.0;1.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;8.0;oui;oui;;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0341826A;2018;340;Collège;C;MONTPELLIER;HERAULT;455.0;33.0;non;oui;oui;oui;non;non;non;oui;non;non;;non;oui;non;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;129.0;0.0;0.0;121.0;18.0;0.0;0.0;4.0;4.0;0.0;Mois20pct;17.0;2.0;0.0;0.0;non;oui;oui;non;non;non;10moins50;Non;50pctOuPlus;14.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0342050U;2018;340;Collège;C;MONTPELLIER;HERAULT;706.0;42.0;non;oui;oui;oui;non;oui;non;oui;non;non;1a4;oui;oui;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;103.0;0.0;0.0;103.0;46.0;0.0;46.0;3.0;3.0;0.0;;24.0;0.0;0.0;0.0;non;oui;non;non;non;non;De2a10;Non;50pctOuPlus;0.0;oui;oui;non;oui;non;oui;non;oui;non;non;OuiTous;non;;;;;;76;Occitanie
0342066L;2018;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;1547.0;130.0;oui;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;362.0;0.0;5.0;95.0;5.0;0.0;2.0;1.0;0.0;1.0;Mois20pct;52.0;0.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;30.0;oui;oui;oui;oui;oui;non;oui;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0342132H;2018;340;Collège;C;MONTPELLIER;HERAULT;586.0;37.0;non;oui;oui;oui;non;non;oui;oui;non;non;1a4;non;non;non;non;non;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;160.0;4.0;0.0;90.0;40.0;0.0;32.0;3.0;2.0;0.0;Mois20pct;23.0;1.0;0.0;1.0;non;non;oui;non;non;non;InfA2;OuiPerma;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0460006G;2018;340;Collège;C;TOULOUSE;LOT;832.0;48.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;165.0;;;165.0;1.0;0.0;1.0;0.0;0.0;3.0;Mois20pct;29.0;;1.0;1.0;non;oui;non;non;non;non;10moins50;Non;50pctOuPlus;16.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0460010L;2018;300;LEGT;G;TOULOUSE;LOT;649.0;67.0;oui;oui;oui;oui;non;oui;non;oui;non;non;zero;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;741.0;1.0;0.0;310.0;93.0;1.0;15.0;1.0;1.0;15.0;Mois20pct;63.0;4.0;0.0;6.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0460013P;2018;306;Lycées Polyvalents;G;TOULOUSE;LOT;334.0;44.0;non;oui;oui;oui;non;non;non;non;non;oui;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;272.0;;;258.0;1.0;0.0;1.0;0.0;0.0;2.0;Mois20pct;14.0;0.0;0.0;;non;non;oui;non;non;non;De2a10;;50pctOuPlus;2.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0460027E;2018;340;Collège;C;TOULOUSE;LOT;144.0;14.0;non;oui;oui;oui;oui;non;non;non;non;non;1a4;non;oui;oui;oui;oui;non;oui;non;oui;non;oui;oui;oui;oui;non;oui;non;64.0;0.0;0.0;25.0;0.0;0.0;0.0;2.0;0.0;2.0;20pcta50pct;8.0;0.0;0.0;0.0;non;non;oui;non;non;non;InfA2;;50pctOuPlus;8.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0460030H;2018;340;Collège;C;TOULOUSE;LOT;187.0;12.0;non;oui;oui;oui;oui;non;non;non;non;non;1a4;non;non;oui;oui;non;non;oui;non;oui;non;oui;oui;oui;oui;non;oui;non;89.0;2.0;0.0;59.0;4.0;0.0;4.0;0.0;0.0;2.0;Mois20pct;8.0;0.0;2.0;0.0;non;non;oui;non;non;non;De2a10;;50pctOuPlus;17.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0460593V;2018;340;Collège;C;TOULOUSE;LOT;399.0;30.0;oui;oui;oui;oui;oui;non;oui;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;161.0;0.0;0.0;63.0;12.0;0.0;0.0;0.0;0.0;3.0;Mois20pct;17.0;1.0;0.0;;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;0.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0480688M;2018;306;Lycées Polyvalents;G;MONTPELLIER;LOZERE;333.0;44.0;non;oui;oui;oui;non;non;oui;oui;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;121.0;0.0;0.0;64.0;2.0;0.0;2.0;1.0;1.0;5.0;Mois20pct;24.0;0.0;0.0;;non;oui;non;non;non;non;De2a10;OuiPerma;50pctOuPlus;14.0;oui;oui;oui;oui;non;oui;oui;oui;oui;non;OuiTous;oui;;;;;;76;Occitanie
0650017R;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;197.0;13.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;oui;oui;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;44.0;1.0;0.0;33.0;1.0;0.0;1.0;2.0;0.0;2.0;20pcta50pct;8.0;0.0;0.0;0.0;non;oui;non;non;non;non;InfA2;Non;50pctOuPlus;12.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0650019T;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;295.0;26.0;non;oui;oui;oui;non;non;non;oui;non;non;1a4;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;74.0;0.0;0.0;32.0;2.0;0.0;0.0;1.0;1.0;10.0;50pctOuPlus;7.0;0.0;0.0;;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;8.0;oui;oui;oui;oui;oui;oui;oui;oui;non;non;OuiTous;non;;;;;;76;Occitanie
0650025Z;2018;302;LEGT;G;TOULOUSE;HAUTES-PYRENEES;832.0;66.0;oui;oui;oui;oui;oui;non;non;oui;non;non;20ouPlus;non;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;324.0;0.0;0.0;168.0;146.0;146.0;0.0;0.0;0.0;7.0;Mois20pct;27.0;7.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;40.0;oui;oui;oui;oui;oui;oui;oui;oui;non;non;OuiTous;oui;;;;;;76;Occitanie
0650038N;2018;302;LEGT;G;TOULOUSE;HAUTES-PYRENEES;334.0;56.0;non;oui;oui;oui;;;;;;;1a4;non;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;283.0;;;125.0;9.0;;9.0;2.0;2.0;6.0;Mois20pct;54.0;;0.0;1.0;non;oui;non;non;non;non;10moins50;;50pctOuPlus;13.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0650041S;2018;320;LP;P;TOULOUSE;HAUTES-PYRENEES;243.0;41.0;;oui;oui;oui;oui;non;non;oui;non;non;1a4;non;non;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;180.0;;;100.0;50.0;;35.0;1.0;1.0;7.0;;26.0;;;2.0;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;;oui;oui;oui;oui;oui;non;non;oui;non;non;OuiTous;non;;;;;;76;Occitanie
0650089U;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;586.0;45.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;non;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;111.0;;;51.0;1.0;0.0;;3.0;3.0;16.0;50pctOuPlus;17.0;0.0;0.0;1.0;non;oui;non;non;non;non;De2a10;;50pctOuPlus;0.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0650740B;2018;340;Collège;C;TOULOUSE;HAUTES-PYRENEES;569.0;44.0;non;oui;oui;oui;oui;non;oui;oui;non;non;1a4;oui;non;non;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;145.0;0.0;0.0;51.0;12.0;0.0;5.0;0.0;0.0;16.0;50pctOuPlus;6.0;0.0;0.0;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0660008A;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;602.0;45.0;non;oui;oui;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;195.0;4.0;2.0;170.0;22.0;0.0;6.0;2.0;2.0;14.0;Mois20pct;22.0;1.0;40.0;1.0;non;non;oui;non;non;non;InfA2;;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;oui;non;OuiTous;non;;;;;;76;Occitanie
0660010C;2018;300;LEGT;G;MONTPELLIER;PYRENEES-ORIENTALES;2042.0;144.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;505.0;2.0;2.0;240.0;30.0;20.0;9.0;1.0;1.0;18.0;Mois20pct;61.0;2.0;0.0;0.0;non;oui;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;17.0;oui;oui;oui;oui;oui;oui;non;oui;oui;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0660011D;2018;306;Lycées Polyvalents;G;MONTPELLIER;PYRENEES-ORIENTALES;1637.0;139.0;non;oui;oui;oui;non;oui;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;684.0;8.0;0.0;223.0;15.0;0.0;1.0;1.0;1.0;26.0;Mois20pct;56.0;0.0;30.0;1.0;non;oui;oui;non;non;non;10moins50;OuiPerma;50pctOuPlus;140.0;oui;oui;oui;oui;oui;oui;oui;non;non;non;OuiTous;oui;;;;;;76;Occitanie
0660019M;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;702.0;45.0;non;oui;oui;oui;non;non;non;oui;non;non;;non;oui;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;160.0;20.0;0.0;160.0;30.0;0.0;0.0;0.0;0.0;0.0;Mois20pct;28.0;0.0;15.0;2.0;non;oui;oui;non;non;non;De2a10;Non;50pctOuPlus;8.0;oui;oui;;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0660030Z;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;944.0;67.0;non;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;non;oui;oui;oui;oui;oui;oui;non;non;non;non;non;oui;non;oui;oui;non;490.0;290.0;290.0;390.0;310.0;240.0;50.0;5.0;5.0;7.0;Mois20pct;37.0;1.0;0.0;0.0;non;non;oui;non;non;non;De2a10;OuiPerma;50pctOuPlus;;oui;oui;oui;oui;oui;oui;oui;oui;non;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0660480N;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;301.0;23.0;oui;oui;oui;oui;non;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;275.0;190.0;;200.0;205.0;160.0;30.0;0.0;0.0;13.0;50pctOuPlus;10.0;1.0;0.0;0.0;non;non;oui;non;non;non;InfA2;OuiPerma;50pctOuPlus;21.0;oui;oui;oui;oui;oui;non;non;non;oui;ouiPersonnelEtb;OuiTous;oui;;;;;;76;Occitanie
0660601V;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;868.0;57.0;non;oui;oui;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;750.0;0.0;500.0;550.0;500.0;450.0;50.0;8.0;8.0;12.0;20pcta50pct;35.0;0.0;0.0;0.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;7.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0660866H;2018;340;Collège;C;MONTPELLIER;PYRENEES-ORIENTALES;655.0;45.0;oui;oui;oui;oui;non;non;non;oui;non;non;zero;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;285.0;0.0;0.0;100.0;4.0;0.0;0.0;2.0;0.0;5.0;Mois20pct;25.0;0.0;0.0;2.0;non;oui;oui;non;non;non;De2a10;Non;50pctOuPlus;9.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;oui;;;;;;76;Occitanie
0810008U;2018;340;Collège;C;TOULOUSE;TARN;216.0;18.0;non;oui;oui;oui;oui;non;oui;oui;non;non;10a19;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;80.0;16.0;0.0;30.0;16.0;0.0;0.0;0.0;0.0;6.0;20pcta50pct;9.0;0.0;0.0;1.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;Mois20pct;20.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0810020G;2018;340;Collège;C;TOULOUSE;TARN;345.0;29.0;non;oui;oui;oui;oui;non;non;oui;non;non;10a19;non;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;58.0;1.0;0.0;30.0;16.0;0.0;0.0;0.0;;3.0;Mois20pct;13.0;1.0;0.0;0.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;6.0;oui;oui;non;oui;oui;non;non;non;non;;OuiTous;non;;;;;;76;Occitanie
0810023K;2018;300;LEGT;G;TOULOUSE;TARN;1100.0;76.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;331.0;24.0;;150.0;54.0;25.0;11.0;0.0;0.0;12.0;20pcta50pct;35.0;1.0;0.0;;non;oui;oui;non;non;non;De2a10;Non;50pctOuPlus;25.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0810037A;2018;340;Collège;C;TOULOUSE;TARN;486.0;32.0;oui;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;non;oui;oui;oui;oui;non;oui;non;127.0;1.0;12.0;65.0;26.0;22.0;4.0;8.0;7.0;2.0;Mois20pct;19.0;1.0;0.0;1.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0810044H;2018;340;Collège;C;TOULOUSE;TARN;401.0;30.0;non;oui;oui;oui;oui;non;non;non;non;non;5a9;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;109.0;0.0;0.0;41.0;2.0;;2.0;7.0;7.0;6.0;20pcta50pct;17.0;0.0;0.0;2.0;non;non;oui;non;non;non;De2a10;Non;50pctOuPlus;26.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;OuiTous;non;;;;;;76;Occitanie
0810051R;2018;340;Collège;C;TOULOUSE;TARN;478.0;28.0;non;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;204.0;87.0;3.0;123.0;91.0;0.0;27.0;2.0;2.0;17.0;50pctOuPlus;6.0;4.0;50.0;0.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50pctOuPlus;14.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0810124V;2018;340;Collège;C;TOULOUSE;TARN;634.0;38.0;oui;oui;oui;oui;;;;;;;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;145.0;;;30.0;15.0;0.0;12.0;3.0;0.0;15.0;20pcta50pct;13.0;0.0;0.0;;non;oui;oui;non;non;non;10moins50;;50pctOuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
0810125W;2018;340;Collège;C;TOULOUSE;TARN;792.0;53.0;non;oui;oui;oui;oui;non;non;oui;non;non;1a4;oui;non;non;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;249.0;4.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;1.0;Mois20pct;32.0;0.0;20.0;0.0;non;oui;non;non;non;non;100OuPlus;OuiPerma;50pctOuPlus;19.0;oui;oui;oui;oui;oui;non;non;non;non;non;OuiTous;non;;;;;;76;Occitanie
0810787R;2018;340;Collège;C;TOULOUSE;TARN;385.0;25.0;oui;oui;oui;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;101.0;0.0;45.0;19.0;29.0;0.0;0.0;1.0;1.0;2.0;Mois20pct;16.0;2.0;0.0;0.0;non;non;oui;non;non;non;10moins50;OuiBorneMobile;50pctOuPlus;5.0;oui;oui;oui;oui;oui;non;non;non;oui;ouiPersonnelEtb;OuiTous;non;;;;;;76;Occitanie
